## Fri Nov 25 12:34:55 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM__468x_n4 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM__468x_n4 --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM__468x_n4/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype genome --genepred prodigal --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
FRAGMENTO_15_2	1292373.H640_09093	7.67e-117	341.0	COG0500@1|root,COG0500@2|Bacteria,2GKYW@201174|Actinobacteria	201174|Actinobacteria	Q	ubiE/COQ5 methyltransferase family	-	-	-	-	-	-	-	-	-	-	-	-	Glyoxalase_4,Methyltransf_11,NUDIX
FRAGMENTO_15_3	1292373.H640_09058	3.08e-94	291.0	COG0614@1|root,COG0614@2|Bacteria,2I8FC@201174|Actinobacteria,4DPC0@85009|Propionibacteriales	201174|Actinobacteria	P	Periplasmic binding protein	-	-	-	ko:K02016	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.14	-	-	Peripla_BP_2
FRAGMENTO_15_4	1292373.H640_09068	4.52e-133	383.0	COG1120@1|root,COG1120@2|Bacteria,2IH88@201174|Actinobacteria,4DWKG@85009|Propionibacteriales	201174|Actinobacteria	HP	ATPases associated with a variety of cellular activities	-	-	3.6.3.34	ko:K02013	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.14	-	-	ABC_tran
FRAGMENTO_15_5	1292373.H640_09063	2.15e-73	229.0	COG0609@1|root,COG0609@2|Bacteria,2GK8Z@201174|Actinobacteria,4DPHT@85009|Propionibacteriales	201174|Actinobacteria	P	Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily	-	-	-	ko:K02015	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.14	-	-	FecCD
FRAGMENTO_16_1	1292373.H640_09063	9.14e-98	294.0	COG0609@1|root,COG0609@2|Bacteria,2GK8Z@201174|Actinobacteria,4DPHT@85009|Propionibacteriales	201174|Actinobacteria	P	Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily	-	-	-	ko:K02015	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.14	-	-	FecCD
FRAGMENTO_16_2	1051006.HMPREF1162_1223	1.01e-26	98.2	COG0267@1|root,COG0267@2|Bacteria,2GQFV@201174|Actinobacteria,4DS46@85009|Propionibacteriales	201174|Actinobacteria	J	Belongs to the bacterial ribosomal protein bL33 family	rpmG	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0015934,GO:0022625,GO:0022626,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:1990904	-	ko:K02913	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L33
FRAGMENTO_16_3	312284.A20C1_11641	5.85e-51	169.0	COG2197@1|root,COG2197@2|Bacteria,2GJRY@201174|Actinobacteria,3UWZH@52018|unclassified Actinobacteria (class)	201174|Actinobacteria	K	COG2197 Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain	narL	-	-	ko:K07684	ko02020,map02020	M00471	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	GerE,Response_reg
FRAGMENTO_16_4	357808.RoseRS_4502	3.49e-10	62.4	COG4585@1|root,COG4585@2|Bacteria	2|Bacteria	T	Histidine kinase	-	-	2.7.13.3	ko:K07673,ko:K07777	ko02020,map02020	M00471,M00478	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	GAF,GAF_2,GAF_3,HATPase_c,HisKA_3,PAS,PAS_4,PAS_8
FRAGMENTO_16_5	1171373.PACID_00870	1.86e-305	844.0	COG2217@1|root,COG2217@2|Bacteria,2GIRF@201174|Actinobacteria,4DPEN@85009|Propionibacteriales	201174|Actinobacteria	P	E1-E2 ATPase	cadA	-	3.6.3.3,3.6.3.4,3.6.3.5,3.6.3.54	ko:K01533,ko:K01534,ko:K12954,ko:K17686	ko01524,ko04016,map01524,map04016	-	R00086	RC00002	ko00000,ko00001,ko01000	3.A.3,3.A.3.5,3.A.3.6	-	-	E1-E2_ATPase,Hydrolase
FRAGMENTO_17_1	1171373.PACID_00870	9.29e-78	249.0	COG2217@1|root,COG2217@2|Bacteria,2GIRF@201174|Actinobacteria,4DPEN@85009|Propionibacteriales	201174|Actinobacteria	P	E1-E2 ATPase	cadA	-	3.6.3.3,3.6.3.4,3.6.3.5,3.6.3.54	ko:K01533,ko:K01534,ko:K12954,ko:K17686	ko01524,ko04016,map01524,map04016	-	R00086	RC00002	ko00000,ko00001,ko01000	3.A.3,3.A.3.5,3.A.3.6	-	-	E1-E2_ATPase,Hydrolase
FRAGMENTO_17_2	1122997.AUDD01000001_gene2381	1.17e-111	333.0	COG0436@1|root,COG0436@2|Bacteria,2GJ7R@201174|Actinobacteria,4DQXA@85009|Propionibacteriales	201174|Actinobacteria	E	DegT/DnrJ/EryC1/StrS aminotransferase family	-	-	2.6.1.1	ko:K00812,ko:K10907	ko00220,ko00250,ko00270,ko00330,ko00350,ko00360,ko00400,ko00401,ko00950,ko00960,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map00250,map00270,map00330,map00350,map00360,map00400,map00401,map00950,map00960,map01100,map01110,map01130,map01210,map01230	-	R00355,R00694,R00734,R00896,R02433,R02619,R05052	RC00006	ko00000,ko00001,ko01000,ko01007	-	-	-	Aminotran_1_2
FRAGMENTO_17_3	1042209.HK44_017395	3.38e-31	112.0	COG3905@1|root,COG3905@2|Bacteria,1PWH4@1224|Proteobacteria,1TC46@1236|Gammaproteobacteria,1YU4S@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	K	.,Oxidizes proline to glutamate for use as a carbon and nitrogen source	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_17_4	196367.JNFG01000014_gene5372	2.76e-34	120.0	COG3668@1|root,COG3668@2|Bacteria,1N7G9@1224|Proteobacteria,2VTCI@28216|Betaproteobacteria,1KA39@119060|Burkholderiaceae	28216|Betaproteobacteria	S	TIGRFAM addiction module toxin, RelE StbE family	-	-	-	-	-	-	-	-	-	-	-	-	ParE_toxin
FRAGMENTO_17_5	1171373.PACID_00880	7.47e-146	411.0	COG0235@1|root,COG0235@2|Bacteria,2GNI6@201174|Actinobacteria,4DPWM@85009|Propionibacteriales	201174|Actinobacteria	G	Class II Aldolase and Adducin N-terminal domain	fucA	-	4.1.2.17	ko:K01628	ko00051,ko01120,map00051,map01120	-	R02262	RC00603,RC00604	ko00000,ko00001,ko01000	-	-	-	Aldolase_II
FRAGMENTO_17_6	1171373.PACID_00890	8.12e-119	357.0	COG1762@1|root,COG3711@1|root,COG1762@2|Bacteria,COG3711@2|Bacteria,2HXN0@201174|Actinobacteria	201174|Actinobacteria	GKT	transcriptional antiterminator	-	-	-	ko:K03491	-	-	-	-	ko00000,ko03000	-	-	-	HTH_11,Mga,PRD,PTS_EIIA_2
FRAGMENTO_18_1	1171373.PACID_00890	1.1e-262	733.0	COG1762@1|root,COG3711@1|root,COG1762@2|Bacteria,COG3711@2|Bacteria,2HXN0@201174|Actinobacteria	201174|Actinobacteria	GKT	transcriptional antiterminator	-	-	-	ko:K03491	-	-	-	-	ko00000,ko03000	-	-	-	HTH_11,Mga,PRD,PTS_EIIA_2
FRAGMENTO_18_2	1171373.PACID_00900	3.6e-243	669.0	COG1063@1|root,COG1063@2|Bacteria,2GKBE@201174|Actinobacteria	201174|Actinobacteria	E	alcohol dehydrogenase	adh	-	1.1.1.1,1.1.1.14	ko:K00001,ko:K00008	ko00010,ko00040,ko00051,ko00071,ko00350,ko00625,ko00626,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00040,map00051,map00071,map00350,map00625,map00626,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01220	M00014	R00623,R00754,R00875,R01896,R02124,R04805,R04880,R05233,R05234,R06917,R06927,R07105,R08281,R08306,R08310	RC00050,RC00085,RC00087,RC00088,RC00099,RC00102,RC00116,RC00649,RC01734,RC02273	ko00000,ko00001,ko00002,ko01000	-	-	-	ADH_N,ADH_zinc_N
FRAGMENTO_18_3	1171373.PACID_00910	6.18e-61	187.0	COG3414@1|root,COG3414@2|Bacteria,2H8V1@201174|Actinobacteria	201174|Actinobacteria	G	PTS system, Lactose/Cellobiose specific IIB subunit	-	-	2.7.1.200	ko:K02774	ko00052,ko01100,ko02060,map00052,map01100,map02060	M00279	R05570	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.5.1	-	-	PTS_IIB
FRAGMENTO_18_4	1171373.PACID_00920	1.21e-114	338.0	COG3775@1|root,COG3775@2|Bacteria,2IBG5@201174|Actinobacteria	201174|Actinobacteria	G	PTS system Galactitol-specific IIC component	-	-	-	ko:K02775	ko00052,ko01100,ko02060,map00052,map01100,map02060	M00279	R05570	RC00017,RC03206	ko00000,ko00001,ko00002,ko02000	4.A.5.1	-	-	EIIC-GAT
FRAGMENTO_19_1	1171373.PACID_00920	3.03e-160	457.0	COG3775@1|root,COG3775@2|Bacteria,2IBG5@201174|Actinobacteria	201174|Actinobacteria	G	PTS system Galactitol-specific IIC component	-	-	-	ko:K02775	ko00052,ko01100,ko02060,map00052,map01100,map02060	M00279	R05570	RC00017,RC03206	ko00000,ko00001,ko00002,ko02000	4.A.5.1	-	-	EIIC-GAT
FRAGMENTO_19_2	1171373.PACID_00930	1.09e-76	232.0	COG1762@1|root,COG1762@2|Bacteria,2H0MP@201174|Actinobacteria	201174|Actinobacteria	G	phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	-	-	2.7.1.200	ko:K02773	ko00052,ko01100,ko02060,map00052,map01100,map02060	M00279	R05570	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.5.1	-	-	PTS_EIIA_2
FRAGMENTO_19_3	1171373.PACID_00960	0.0	1009.0	COG1070@1|root,COG1070@2|Bacteria,2GNCR@201174|Actinobacteria	201174|Actinobacteria	G	Belongs to the FGGY kinase family	-	-	2.7.1.17	ko:K00854	ko00040,ko01100,map00040,map01100	M00014	R01639	RC00002,RC00538	ko00000,ko00001,ko00002,ko01000	-	-	-	FGGY_C,FGGY_N
FRAGMENTO_19_4	1171373.PACID_00970	1.4e-101	301.0	COG0240@1|root,COG0240@2|Bacteria,2GJSD@201174|Actinobacteria	201174|Actinobacteria	I	Glycerol-3-phosphate dehydrogenase	-	-	1.1.1.94	ko:K00057	ko00564,ko01110,map00564,map01110	-	R00842,R00844	RC00029	ko00000,ko00001,ko01000	-	-	-	NAD_Gly3P_dh_C,NAD_Gly3P_dh_N
FRAGMENTO_20_1	1171373.PACID_00970	2.72e-121	353.0	COG0240@1|root,COG0240@2|Bacteria,2GJSD@201174|Actinobacteria	201174|Actinobacteria	I	Glycerol-3-phosphate dehydrogenase	-	-	1.1.1.94	ko:K00057	ko00564,ko01110,map00564,map01110	-	R00842,R00844	RC00029	ko00000,ko00001,ko01000	-	-	-	NAD_Gly3P_dh_C,NAD_Gly3P_dh_N
FRAGMENTO_20_2	1171373.PACID_01000	8.46e-152	430.0	COG0561@1|root,COG0561@2|Bacteria,2IGW1@201174|Actinobacteria	201174|Actinobacteria	S	HAD hydrolase, family IIB	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_3
FRAGMENTO_20_3	1122997.AUDD01000001_gene2392	2.24e-127	367.0	2DN4H@1|root,32VGQ@2|Bacteria,2INUY@201174|Actinobacteria	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_20_4	1171373.PACID_01020	3.63e-187	524.0	COG1131@1|root,COG1131@2|Bacteria,2GRE8@201174|Actinobacteria,4DPKX@85009|Propionibacteriales	201174|Actinobacteria	V	ATPases associated with a variety of cellular activities	-	-	-	ko:K01990	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	AAA_21,ABC_tran
FRAGMENTO_20_5	1171373.PACID_01030	3e-41	138.0	COG1725@1|root,COG1725@2|Bacteria,2IQKP@201174|Actinobacteria	201174|Actinobacteria	K	transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	GntR
FRAGMENTO_21_1	1171373.PACID_01030	2.57e-23	91.3	COG1725@1|root,COG1725@2|Bacteria,2IQKP@201174|Actinobacteria	201174|Actinobacteria	K	transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	GntR
FRAGMENTO_21_2	1171373.PACID_01040	5.94e-240	661.0	COG0095@1|root,COG0095@2|Bacteria,2GJV5@201174|Actinobacteria,4DP41@85009|Propionibacteriales	201174|Actinobacteria	H	Biotin/lipoate A/B protein ligase family	lplA	-	6.3.1.20	ko:K03800	ko00785,ko01100,map00785,map01100	-	R07770,R07771,R11143	RC00043,RC00070,RC00090,RC00992,RC02896	ko00000,ko00001,ko01000	-	-	-	BPL_LplA_LipB
FRAGMENTO_21_3	1121928.AUHE01000017_gene89	3.35e-10	65.1	COG0406@1|root,COG0406@2|Bacteria,2IHH6@201174|Actinobacteria,4GGKP@85026|Gordoniaceae	201174|Actinobacteria	G	Histidine phosphatase superfamily (branch 1)	-	-	-	ko:K15640	-	-	-	-	ko00000	-	-	-	His_Phos_1
FRAGMENTO_21_4	1171373.PACID_01070	4.1e-194	557.0	COG0765@1|root,COG0834@1|root,COG0765@2|Bacteria,COG0834@2|Bacteria,2GJJ9@201174|Actinobacteria,4DQBU@85009|Propionibacteriales	201174|Actinobacteria	P	Binding-protein-dependent transport system inner membrane component	glnP	-	-	ko:K02029,ko:K02030	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	BPD_transp_1,SBP_bac_3
FRAGMENTO_22_1	1171373.PACID_01070	6.39e-273	762.0	COG0765@1|root,COG0834@1|root,COG0765@2|Bacteria,COG0834@2|Bacteria,2GJJ9@201174|Actinobacteria,4DQBU@85009|Propionibacteriales	201174|Actinobacteria	P	Binding-protein-dependent transport system inner membrane component	glnP	-	-	ko:K02029,ko:K02030	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	BPD_transp_1,SBP_bac_3
FRAGMENTO_22_2	1171373.PACID_01080	6.7e-160	450.0	COG1126@1|root,COG1126@2|Bacteria,2GIZW@201174|Actinobacteria,4DP52@85009|Propionibacteriales	201174|Actinobacteria	E	amino acid ABC transporter, ATP-binding protein	glnQ	-	3.6.3.21	ko:K02028	-	M00236	-	-	ko00000,ko00002,ko01000,ko02000	3.A.1.3	-	-	ABC_tran
FRAGMENTO_22_3	1171373.PACID_01090	2.66e-224	623.0	COG0079@1|root,COG0079@2|Bacteria,2GJXS@201174|Actinobacteria,4DNVN@85009|Propionibacteriales	201174|Actinobacteria	E	May catalyze the transamination reaction in phenylalanine biosynthesis	pat	-	2.6.1.9	ko:K00817	ko00340,ko00350,ko00360,ko00400,ko00401,ko00960,ko01100,ko01110,ko01130,ko01230,map00340,map00350,map00360,map00400,map00401,map00960,map01100,map01110,map01130,map01230	M00026	R00694,R00734,R03243	RC00006,RC00888	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_1_2
FRAGMENTO_22_4	1171373.PACID_01100	1.2e-48	162.0	COG4667@1|root,COG4667@2|Bacteria,2I8R7@201174|Actinobacteria,4DRYI@85009|Propionibacteriales	201174|Actinobacteria	S	Patatin-like phospholipase	-	-	-	-	-	-	-	-	-	-	-	-	Patatin
FRAGMENTO_23_1	1171373.PACID_01100	4.04e-137	392.0	COG4667@1|root,COG4667@2|Bacteria,2I8R7@201174|Actinobacteria,4DRYI@85009|Propionibacteriales	201174|Actinobacteria	S	Patatin-like phospholipase	-	-	-	-	-	-	-	-	-	-	-	-	Patatin
FRAGMENTO_23_2	1171373.PACID_01110	3.15e-277	765.0	COG1653@1|root,COG1653@2|Bacteria,2GJM5@201174|Actinobacteria,4DPVB@85009|Propionibacteriales	201174|Actinobacteria	G	Bacterial extracellular solute-binding protein	-	-	-	ko:K10200	ko02010,map02010	M00205	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.1.18	-	-	SBP_bac_1
FRAGMENTO_23_3	1171373.PACID_01120	1.7e-203	568.0	COG1175@1|root,COG1175@2|Bacteria,2GJZD@201174|Actinobacteria,4DP76@85009|Propionibacteriales	201174|Actinobacteria	P	Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K10201	ko02010,map02010	M00205	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.1.18	-	-	BPD_transp_1
FRAGMENTO_24_1	1171373.PACID_01130	2.06e-172	485.0	COG0395@1|root,COG0395@2|Bacteria,2GNQW@201174|Actinobacteria,4DN23@85009|Propionibacteriales	201174|Actinobacteria	G	Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K10202	ko02010,map02010	M00205	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.1.18	-	-	BPD_transp_1
FRAGMENTO_24_4	1122998.AUHZ01000005_gene826	1.28e-95	295.0	COG2971@1|root,COG2971@2|Bacteria	2|Bacteria	G	N-acetylglucosamine kinase activity	-	-	2.7.1.8	ko:K18676	ko00520,ko01100,map00520,map01100	-	R01961	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	BcrAD_BadFG
FRAGMENTO_24_5	1171373.PACID_01180	8.15e-151	431.0	COG2103@1|root,COG2103@2|Bacteria,2GN0K@201174|Actinobacteria,4DTQG@85009|Propionibacteriales	201174|Actinobacteria	S	Specifically catalyzes the cleavage of the D-lactyl ether substituent of MurNAc 6-phosphate, producing GlcNAc 6- phosphate and D-lactate	murQ	-	4.2.1.126	ko:K07106	ko00520,ko01100,map00520,map01100	-	R08555	RC00397,RC00746	ko00000,ko00001,ko01000	-	-	-	BcrAD_BadFG,SIS,SIS_2
FRAGMENTO_25_1	1171373.PACID_01190	2.24e-126	359.0	COG1670@1|root,COG1670@2|Bacteria,2INBY@201174|Actinobacteria	201174|Actinobacteria	J	Acetyltransferase (GNAT) domain	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_3
FRAGMENTO_25_3	1171373.PACID_01210	3.1e-115	335.0	2C6VN@1|root,334YM@2|Bacteria,2IPJ7@201174|Actinobacteria	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_25_4	1171373.PACID_01220	1.66e-111	325.0	COG1261@1|root,COG1261@2|Bacteria,2IR93@201174|Actinobacteria,4DW2A@85009|Propionibacteriales	201174|Actinobacteria	NO	SAF domain	-	-	-	-	-	-	-	-	-	-	-	-	SAF
FRAGMENTO_25_5	1171373.PACID_01240	1.87e-151	429.0	COG0455@1|root,COG0455@2|Bacteria,2HT5K@201174|Actinobacteria,4DSA9@85009|Propionibacteriales	201174|Actinobacteria	D	bacterial-type flagellum organization	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_26_1	1171373.PACID_01250	0.0	890.0	COG0630@1|root,COG0630@2|Bacteria,2I3XU@201174|Actinobacteria,4DNAT@85009|Propionibacteriales	201174|Actinobacteria	NU	Type II/IV secretion system protein	-	-	-	-	-	-	-	-	-	-	-	-	T2SSE
FRAGMENTO_26_2	1171373.PACID_01260	1.2e-178	502.0	COG4965@1|root,COG4965@2|Bacteria,2GN6E@201174|Actinobacteria,4DNH4@85009|Propionibacteriales	201174|Actinobacteria	U	overlaps another CDS with the same product name	-	-	-	-	-	-	-	-	-	-	-	-	T2SSF
FRAGMENTO_26_3	1171373.PACID_01270	6.83e-172	484.0	COG2064@1|root,COG2064@2|Bacteria,2HZTC@201174|Actinobacteria,4DRIG@85009|Propionibacteriales	201174|Actinobacteria	NU	type II secretion system protein	-	-	-	-	-	-	-	-	-	-	-	-	T2SSF
FRAGMENTO_27_3	1171373.PACID_01300	1.47e-76	233.0	COG4961@1|root,COG4961@2|Bacteria,2I5QJ@201174|Actinobacteria	201174|Actinobacteria	U	PFAM TadE family protein	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_27_4	1171373.PACID_01310	1.17e-313	888.0	COG1652@1|root,COG3170@1|root,COG1652@2|Bacteria,COG3170@2|Bacteria,2GWK7@201174|Actinobacteria,4DP6W@85009|Propionibacteriales	201174|Actinobacteria	NU	LysM domain	-	-	-	-	-	-	-	-	-	-	-	-	LysM
FRAGMENTO_28_1	765123.HMPREF9621_02743	4.59e-77	245.0	COG3170@1|root,COG3170@2|Bacteria	2|Bacteria	NU	translation initiation factor activity	-	-	-	-	-	-	-	-	-	-	-	-	DUF2154,LysM,PspC
FRAGMENTO_28_2	1171373.PACID_01320	0.0	899.0	COG1012@1|root,COG1012@2|Bacteria,2GJI2@201174|Actinobacteria,4DNVW@85009|Propionibacteriales	201174|Actinobacteria	C	Aldehyde dehydrogenase family	-	-	1.2.1.18,1.2.1.27	ko:K00140	ko00280,ko00410,ko00562,ko00640,ko01100,ko01200,map00280,map00410,map00562,map00640,map01100,map01200	M00013	R00705,R00706,R00922,R00935	RC00004,RC02723,RC02817	ko00000,ko00001,ko00002,ko01000	-	-	-	Aldedh
FRAGMENTO_28_3	882086.SacxiDRAFT_1853	2.84e-98	290.0	COG1280@1|root,COG1280@2|Bacteria,2IPY2@201174|Actinobacteria	201174|Actinobacteria	E	LysE type translocator	-	-	-	-	-	-	-	-	-	-	-	-	LysE
FRAGMENTO_28_4	882086.SacxiDRAFT_1852	3.95e-54	177.0	COG2207@1|root,COG2207@2|Bacteria	2|Bacteria	K	Transcriptional regulator	ybfI	GO:0003674,GO:0003700,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0140110,GO:1903506,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	AraC_binding,HTH_18
FRAGMENTO_29_1	882086.SacxiDRAFT_1852	2.13e-54	178.0	COG2207@1|root,COG2207@2|Bacteria	2|Bacteria	K	Transcriptional regulator	ybfI	GO:0003674,GO:0003700,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0140110,GO:1903506,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	AraC_binding,HTH_18
FRAGMENTO_29_5	1171373.PACID_01340	1.08e-220	612.0	COG1893@1|root,COG1893@2|Bacteria	2|Bacteria	H	2-dehydropantoate 2-reductase activity	panE1	-	1.1.1.169	ko:K00077	ko00770,ko01100,ko01110,map00770,map01100,map01110	M00119	R02472	RC00726	ko00000,ko00001,ko00002,ko01000	-	-	-	ApbA,ApbA_C
FRAGMENTO_29_6	1171373.PACID_01350	3.17e-63	205.0	COG2270@1|root,COG2270@2|Bacteria,2GK5A@201174|Actinobacteria,4DQ23@85009|Propionibacteriales	201174|Actinobacteria	S	Major facilitator Superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
FRAGMENTO_30_1	1171373.PACID_01350	2.62e-213	596.0	COG2270@1|root,COG2270@2|Bacteria,2GK5A@201174|Actinobacteria,4DQ23@85009|Propionibacteriales	201174|Actinobacteria	S	Major facilitator Superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
FRAGMENTO_30_2	1171373.PACID_01400	0.0	1053.0	COG2759@1|root,COG2759@2|Bacteria,2GT0X@201174|Actinobacteria,4DPF3@85009|Propionibacteriales	201174|Actinobacteria	F	Belongs to the formate--tetrahydrofolate ligase family	fhs	-	6.3.4.3	ko:K01938	ko00670,ko00720,ko01100,ko01120,ko01200,map00670,map00720,map01100,map01120,map01200	M00140,M00377	R00943	RC00026,RC00111	ko00000,ko00001,ko00002,ko01000	-	-	-	FTHFS
FRAGMENTO_30_3	1171373.PACID_01410	9.54e-80	237.0	2EDGM@1|root,337CU@2|Bacteria,2IQD1@201174|Actinobacteria,4DW0N@85009|Propionibacteriales	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_31_2	196162.Noca_2896	1.18e-14	70.1	2E8MQ@1|root,332Z5@2|Bacteria,2GRGI@201174|Actinobacteria,4DWBS@85009|Propionibacteriales	201174|Actinobacteria	K	Ribbon-helix-helix protein, copG family	-	-	-	-	-	-	-	-	-	-	-	-	RHH_1
FRAGMENTO_31_3	1171373.PACID_01430	3.4e-117	340.0	COG1595@1|root,COG1595@2|Bacteria	2|Bacteria	K	DNA-templated transcription, initiation	-	-	-	ko:K03088	-	-	-	-	ko00000,ko03021	-	-	-	AbfB,Glyco_hydro_43,Sigma70_r4_2
FRAGMENTO_31_4	1171373.PACID_01440	7.89e-296	828.0	COG0577@1|root,COG0577@2|Bacteria,2GJTZ@201174|Actinobacteria,4DQ29@85009|Propionibacteriales	201174|Actinobacteria	V	MacB-like periplasmic core domain	-	-	-	ko:K02004	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	FtsX,MacB_PCD
FRAGMENTO_32_1	1171373.PACID_01440	1.02e-172	506.0	COG0577@1|root,COG0577@2|Bacteria,2GJTZ@201174|Actinobacteria,4DQ29@85009|Propionibacteriales	201174|Actinobacteria	V	MacB-like periplasmic core domain	-	-	-	ko:K02004	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	FtsX,MacB_PCD
FRAGMENTO_32_2	1171373.PACID_01450	7.61e-169	478.0	COG1136@1|root,COG1136@2|Bacteria,2GJN6@201174|Actinobacteria,4DNEX@85009|Propionibacteriales	201174|Actinobacteria	V	COG1136 ABC-type antimicrobial peptide transport system, ATPase component	-	-	-	ko:K02003	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
FRAGMENTO_32_3	1171373.PACID_01460	3.25e-143	405.0	COG2197@1|root,COG2197@2|Bacteria,2GJ46@201174|Actinobacteria,4DPI9@85009|Propionibacteriales	201174|Actinobacteria	T	Two component transcriptional regulator, LuxR family	-	-	-	-	-	-	-	-	-	-	-	-	GerE,Response_reg
FRAGMENTO_32_4	1171373.PACID_01500	9.61e-54	179.0	COG1690@1|root,COG1690@2|Bacteria,2GIUP@201174|Actinobacteria,4DPPZ@85009|Propionibacteriales	201174|Actinobacteria	S	tRNA-splicing ligase RtcB	-	-	6.5.1.3	ko:K14415	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	RtcB
FRAGMENTO_33_1	1171373.PACID_01500	3.31e-198	555.0	COG1690@1|root,COG1690@2|Bacteria,2GIUP@201174|Actinobacteria,4DPPZ@85009|Propionibacteriales	201174|Actinobacteria	S	tRNA-splicing ligase RtcB	-	-	6.5.1.3	ko:K14415	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	RtcB
FRAGMENTO_33_2	1122239.AULS01000006_gene118	1.04e-45	152.0	COG1848@1|root,COG1848@2|Bacteria,2H6JZ@201174|Actinobacteria	201174|Actinobacteria	S	PIN domain	-	-	-	-	-	-	-	-	-	-	-	-	PIN
